**********
SEED 1
**********
Running Online Backpropagation...
Iteration 1	 Training error: 0.716442	 Test error: 0.725638
1 -- 1 0 -- 4.22921e-225 
0 -- 1.77458e-26 1 -- 1 
1 -- 1 0 -- 1.67984e-104 
0 -- 0 1 -- 1 
0 -- 1 1 -- 8.88385e-24 
1 -- 1 0 -- 6.73139e-25 
1 -- 1 0 -- 4.51559e-38 
1 -- 2.90709e-38 0 -- 1 
1 -- 1 0 -- 7.88572e-97 
0 -- 2.27494e-102 1 -- 1 
0 -- 5.17297e-101 1 -- 1 
0 -- 1 1 -- 1.11682e-30 
0 -- 2.46344e-149 1 -- 1 
1 -- 1 0 -- 6.13332e-81 
1 -- 1.88016e-53 0 -- 1 
0 -- 1.06636e-172 1 -- 1 
1 -- 1 0 -- 2.13309e-157 
1 -- 1 0 -- 2.71987e-59 
0 -- 2.52809e-77 1 -- 1 
1 -- 1 0 -- 7.13278e-83 
1 -- 1 0 -- 8.86008e-84 
0 -- 1 1 -- 2.71987e-59 
0 -- 1 1 -- 8.19935e-111 
1 -- 1 0 -- 0 
1 -- 1 0 -- 6.43056e-153 
0 -- 1 1 -- 1.63022e-111 
1 -- 0.981097 0 -- 0.786361 
1 -- 3.21308e-33 0 -- 1 
1 -- 1 0 -- 2.13886e-15 
1 -- 3.1986e-107 0 -- 1 
1 -- 1 0 -- 1.15675e-18 
1 -- 1 0 -- 3.52684e-257 
0 -- 5.95556e-174 1 -- 1 
1 -- 1 0 -- 8.54763e-78 
0 -- 2.6147e-93 1 -- 1 
0 -- 1.26423e-26 1 -- 1 
0 -- 3.05741e-160 1 -- 1 
1 -- 1 0 -- 3.90516e-141 
0 -- 1.94291e-27 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 2.62754e-283 
1 -- 2.51039e-24 0 -- 1 
1 -- 1 0 -- 6.7725e-28 
1 -- 2.62895e-206 0 -- 1 
1 -- 1 0 -- 2.64759e-38 
1 -- 6.55909e-64 0 -- 1 
0 -- 1 1 -- 7.8555e-83 
1 -- 1 0 -- 2.42827e-80 
1 -- 1 0 -- 1.48209e-56 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.41324e-233 
1 -- 1.11303e-264 0 -- 1 
0 -- 1.21423e-49 1 -- 1 
1 -- 1 0 -- 4.35347e-59 
1 -- 1 0 -- 2.79863e-61 
1 -- 1 0 -- 8.21213e-249 
1 -- 1 0 -- 5.05689e-109 
1 -- 1 0 -- 2.6514e-131 
1 -- 1.96852e-64 0 -- 1 
1 -- 1 0 -- 1.07286e-156 
0 -- 1.8168e-60 1 -- 1 
0 -- 1 1 -- 8.43679e-113 
0 -- 0 1 -- 1 
0 -- 4.92324e-45 1 -- 2.03567e-05 
0 -- 1 1 -- 1.02363e-99 
0 -- 1.42102e-111 1 -- 1 
1 -- 9.26633e-07 0 -- 1 
1 -- 2.63061e-97 0 -- 1 
1 -- 0.999724 0 -- 1.15841e-09 
0 -- 8.26534e-60 1 -- 1 
1 -- 0.0022384 0 -- 1 
1 -- 1.18618e-18 0 -- 1.09543e-20 
0 -- 1 1 -- 3.64093e-175 
1 -- 1 0 -- 3.03096e-161 
1 -- 6.20976e-170 0 -- 1 
1 -- 1 0 -- 1.16976e-114 
1 -- 6.68048e-85 0 -- 1 
0 -- 2.97092e-141 1 -- 1 
1 -- 1 0 -- 1.71131e-250 
0 -- 1 1 -- 1.05328e-101 
1 -- 0.999989 0 -- 0.999999 
1 -- 1 0 -- 1.15855e-156 
1 -- 5.88433e-92 0 -- 1 
1 -- 9.87657e-29 0 -- 1 
0 -- 4.04927e-18 1 -- 1 
1 -- 1 0 -- 1.16787e-133 
1 -- 1 0 -- 3.07143e-05 
1 -- 1 0 -- 4.17609e-92 
1 -- 1 0 -- 5.20233e-177 
1 -- 3.02831e-28 0 -- 1 
0 -- 1 1 -- 2.8861e-59 
1 -- 4.74692e-100 0 -- 1 
0 -- 1 1 -- 2.60206e-178 
1 -- 1 0 -- 4.85176e-50 
0 -- 0.999724 1 -- 1.15841e-09 
0 -- 1 1 -- 2.52974e-74 
0 -- 1 1 -- 1.02431e-72 
1 -- 1 0 -- 3.03154e-69 
0 -- 1 1 -- 3.48715e-70 
1 -- 1 0 -- 2.6514e-131 
0 -- 1 1 -- 3.94675e-127 
1 -- 1 0 -- 2.18962e-58 
0 -- 1 1 -- 3.17522e-153 
1 -- 4.42726e-303 0 -- 1 
0 -- 4.45333e-263 1 -- 1 
1 -- 1 0 -- 9.65277e-24 
1 -- 3.29395e-139 0 -- 1 
1 -- 1 0 -- 8.06661e-20 
0 -- 1 1 -- 2.77528e-186 
1 -- 1 0 -- 1.38901e-216 
1 -- 1.21186e-17 0 -- 1 
0 -- 8.22916e-138 1 -- 1 
1 -- 1.91723e-186 0 -- 1 
1 -- 1 0 -- 8.36799e-146 
1 -- 1 0 -- 2.27427e-267 
0 -- 1 1 -- 6.48971e-46 
1 -- 1 0 -- 8.05348e-121 
1 -- 1 0 -- 9.32687e-156 
1 -- 1 0 -- 9.20434e-201 
1 -- 1 0 -- 3.77331e-273 
0 -- 1 1 -- 9.66668e-15 
1 -- 1 0 -- 3.36195e-91 
0 -- 1 1 -- 1.52813e-179 
1 -- 1 0 -- 1.05479e-92 
1 -- 4.68235e-13 0 -- 0.999996 
1 -- 1 0 -- 8.9036e-135 
0 -- 0 1 -- 1 
1 -- 1 0 -- 5.60804e-131 
1 -- 2.93051e-54 0 -- 1 
0 -- 1 1 -- 1.16146e-106 
0 -- 1 1 -- 5.14751e-191 
1 -- 1 0 -- 9.18396e-90 
0 -- 1 1 -- 4.29628e-104 
0 -- 2.93051e-54 1 -- 1 
0 -- 1 1 -- 1.73989e-92 
0 -- 7.46815e-235 1 -- 1 
1 -- 0.359108 0 -- 2.38738e-16 
0 -- 1 1 -- 2.95347e-83 
1 -- 1 0 -- 1.95358e-106 
0 -- 0.999724 1 -- 1.15841e-09 
0 -- 7.11653e-143 1 -- 1 
1 -- 1 0 -- 4.72962e-122 
1 -- 1 0 -- 7.40993e-200 
1 -- 1 0 -- 9.66668e-15 
1 -- 1 0 -- 1.8463e-141 
1 -- 1 0 -- 5.72338e-166 
0 -- 0 1 -- 1 
0 -- 2.3429e-72 1 -- 1 
1 -- 1 0 -- 1.11682e-30 
0 -- 1 1 -- 1.06175e-78 
0 -- 1.7589e-243 1 -- 1 
1 -- 1 0 -- 1.28282e-40 
1 -- 7.9304e-162 0 -- 1 
1 -- 6.77799e-38 0 -- 1 
1 -- 3.02831e-28 0 -- 1 
1 -- 1 0 -- 0 
1 -- 1.94009e-08 0 -- 1 
0 -- 1.45304e-37 1 -- 1 
1 -- 1 0 -- 5.07046e-23 
0 -- 8.21171e-11 1 -- 1 
1 -- 1 0 -- 4.27094e-91 
1 -- 1.13485e-69 0 -- 1 
1 -- 3.15299e-158 0 -- 1 
0 -- 1 1 -- 1.66116e-08 
1 -- 1 0 -- 2.33539e-66 
0 -- 4.03621e-262 1 -- 1 
0 -- 3.74484e-123 1 -- 1 
1 -- 1 0 -- 1.8801e-65 
1 -- 1 0 -- 4.02882e-86 
1 -- 0.999724 0 -- 1.15841e-09 
0 -- 0 1 -- 1 
0 -- 1.57377e-70 1 -- 1 
0 -- 1 1 -- 2.60206e-178 
0 -- 2.56732e-195 1 -- 1 
1 -- 1 0 -- 8.51795e-228 
0 -- 2.84406e-204 1 -- 1 
1 -- 1 0 -- 6.18341e-205 
1 -- 1 0 -- 3.26599e-257 
1 -- 1 0 -- 6.73139e-25 
0 -- 7.67667e-112 1 -- 1 
1 -- 1 0 -- 4.74936e-98 
1 -- 1 0 -- 2.74618e-17 
1 -- 1 0 -- 1.89782e-272 
0 -- 9.77028e-11 1 -- 0.999823 
0 -- 1 1 -- 2.66921e-162 
0 -- 2.25025e-95 1 -- 1 
1 -- 1 0 -- 9.31962e-36 
0 -- 1 1 -- 1.20753e-215 
0 -- 0 1 -- 1 
1 -- 1 0 -- 4.29547e-196 
1 -- 1 0 -- 2.00981e-118 
1 -- 1 0 -- 1.72188e-14 
1 -- 1 0 -- 5.41129e-33 
0 -- 1.07977e-252 1 -- 1 
0 -- 1 1 -- 6.00107e-55 
0 -- 5.58313e-286 1 -- 1 
0 -- 0 1 -- 1 
0 -- 1 1 -- 2.50219e-73 
0 -- 1 1 -- 6.16971e-94 
1 -- 0.999724 0 -- 1.15841e-09 
0 -- 0 1 -- 1 
0 -- 1 1 -- 1.01103e-107 
1 -- 1 0 -- 2.18962e-58 
1 -- 1 0 -- 3.99596e-119 
1 -- 1 0 -- 8.58961e-129 
1 -- 1 0 -- 0 
1 -- 1 0 -- 2.79678e-88 
0 -- 5.76321e-200 1 -- 1 
0 -- 1 1 -- 2.25073e-189 
1 -- 1 0 -- 1.3862e-13 
1 -- 9.45473e-37 0 -- 1 
1 -- 2.34003e-91 0 -- 1 
0 -- 2.90287e-19 1 -- 1 
0 -- 0 1 -- 1 
1 -- 0.999993 0 -- 3.29091e-12 
1 -- 1 0 -- 9.31962e-36 
1 -- 1 0 -- 4.76544e-60 
1 -- 1 0 -- 2.3868e-265 
0 -- 1 1 -- 1.47097e-62 
0 -- 3.95338e-30 1 -- 1 
1 -- 1 0 -- 5.22859e-165 
1 -- 1 0 -- 2.11101e-79 
1 -- 1 0 -- 4.52263e-176 
0 -- 1 1 -- 2.83486e-118 
1 -- 1 0 -- 2.56881e-121 
1 -- 1 0 -- 6.73139e-25 
0 -- 1.91218e-55 1 -- 1 
1 -- 1 0 -- 2.18962e-58 
0 -- 3.33682e-116 1 -- 1 
0 -- 1 1 -- 1.72188e-14 
1 -- 3.50178e-23 0 -- 1 
1 -- 1 0 -- 6.73139e-25 
1 -- 1 0 -- 4.17885e-65 
1 -- 1 0 -- 1.54069e-146 
0 -- 1 1 -- 5.15991e-210 
0 -- 0 1 -- 1 
1 -- 0.999995 0 -- 1 
1 -- 1 0 -- 1.33914e-237 
1 -- 1.71131e-53 0 -- 1 
1 -- 1 0 -- 6.98288e-151 
1 -- 1 0 -- 0.00198671 
0 -- 1.05952e-76 1 -- 1 
1 -- 1 0 -- 2.21252e-136 
1 -- 1 0 -- 2.74223e-26 
0 -- 1 1 -- 7.67017e-58 
1 -- 1 0 -- 7.39212e-181 
1 -- 1 0 -- 1.34928e-149 
1 -- 1 0 -- 1.58048e-74 
1 -- 1 0 -- 2.42076e-72 
1 -- 1 0 -- 1.29541e-89 
0 -- 1.12977e-05 1 -- 0.0451268 
1 -- 1.01615e-80 0 -- 1 
1 -- 1 0 -- 2.06343e-09 
0 -- 1 1 -- 9.94417e-266 
0 -- 3.39261e-215 1 -- 1 
1 -- 1 0 -- 2.58128e-201 
0 -- 0 1 -- 1 
0 -- 1 1 -- 1.66116e-08 
1 -- 3.05527e-14 0 -- 0.999896 
1 -- 1 0 -- 1.72538e-217 
0 -- 1.94009e-08 1 -- 1 
1 -- 1 0 -- 3.02358e-126 
1 -- 1 0 -- 2.00981e-118 
1 -- 1 0 -- 3.31778e-136 
1 -- 1 0 -- 1.52374e-95 
1 -- 1 0 -- 0 
0 -- 1.59901e-201 1 -- 1 
0 -- 8.77362e-146 1 -- 1 
0 -- 1.09329e-31 1 -- 1 
1 -- 1 0 -- 2.74618e-17 
0 -- 1.05006e-54 1 -- 1 
1 -- 1 0 -- 3.77651e-154 
1 -- 2.26117e-98 0 -- 1 
0 -- 0 1 -- 1 
0 -- 4.57721e-237 1 -- 1 
1 -- 1 0 -- 1.98375e-153 
1 -- 1 0 -- 4.14125e-217 
1 -- 0.999539 0 -- 0.0103485 
0 -- 1 1 -- 6.48037e-55 
0 -- 1 1 -- 5.65519e-06 
0 -- 1.5196e-237 1 -- 1 
1 -- 1 0 -- 1.20147e-227 
1 -- 1 0 -- 4.14203e-125 
1 -- 1 0 -- 2.90994e-75 
0 -- 1 1 -- 1.8126e-86 
0 -- 1 1 -- 4.72568e-159 
1 -- 1 0 -- 1.20147e-227 
1 -- 1 0 -- 1.28567e-151 
1 -- 1 0 -- 1.29828e-200 
0 -- 0.999724 1 -- 1.15841e-09 
1 -- 0.999997 0 -- 1.89703e-50 
1 -- 1 0 -- 1.61692e-144 
1 -- 1 0 -- 1.11501e-131 
1 -- 0 0 -- 1 
0 -- 1 1 -- 3.14443e-48 
1 -- 1 0 -- 3.13411e-132 
1 -- 1.01416e-48 0 -- 1 
0 -- 1 1 -- 5.4187e-263 
0 -- 2.16029e-253 1 -- 1 
1 -- 1 0 -- 2.71935e-151 
1 -- 1 0 -- 1.11522e-39 
1 -- 1 0 -- 4.65191e-280 
1 -- 0.359108 0 -- 2.38738e-16 
1 -- 2.10726e-147 0 -- 1 
1 -- 1 0 -- 6.73139e-25 
0 -- 3.86113e-79 1 -- 1 
1 -- 1 0 -- 5.09509e-103 
0 -- 0 1 -- 1 
0 -- 1.7475e-82 1 -- 1 
0 -- 1 1 -- 2.08802e-78 
1 -- 1 0 -- 8.86008e-84 
0 -- 0 1 -- 1 
0 -- 1.19515e-266 1 -- 1 
1 -- 1.63505e-92 0 -- 1 
1 -- 1.70135e-112 0 -- 1 
1 -- 1 0 -- 3.17276e-33 
1 -- 1 0 -- 2.21252e-136 
1 -- 1 0 -- 1.16787e-133 
0 -- 1.20158e-31 1 -- 1 
1 -- 1 0 -- 8.24074e-99 
0 -- 1 1 -- 1.7257e-125 
0 -- 0 1 -- 1 
0 -- 1.40611e-63 1 -- 1 
0 -- 0 1 -- 1 
0 -- 1.0369e-27 1 -- 1 
1 -- 0 0 -- 1 
0 -- 3.24832e-40 1 -- 1 
1 -- 1 0 -- 3.10366e-83 
0 -- 0 1 -- 1 
1 -- 1 0 -- 4.15123e-236 
1 -- 1 0 -- 8.54763e-78 
0 -- 1 1 -- 1.00278e-140 
1 -- 2.34429e-182 0 -- 1 
1 -- 5.86156e-43 0 -- 1 
0 -- 3.02831e-28 1 -- 1 
0 -- 4.52997e-27 1 -- 1 
0 -- 1 1 -- 1.3862e-13 
1 -- 1 0 -- 3.65818e-236 
1 -- 1 0 -- 1.31109e-66 
1 -- 1 0 -- 4.17609e-92 
0 -- 1 1 -- 1.94882e-71 
0 -- 0 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 2.90994e-75 
0 -- 1 1 -- 1.12594e-154 
1 -- 1 0 -- 1.58018e-166 
0 -- 0 1 -- 1 
1 -- 3.68853e-197 0 -- 1 
0 -- 3.91749e-32 1 -- 1 
1 -- 1 0 -- 2.02633e-85 
0 -- 2.12497e-30 1 -- 5.5374e-08 
1 -- 1 0 -- 2.00981e-118 
1 -- 1 0 -- 4.69105e-155 
0 -- 1 1 -- 1.07048e-45 
0 -- 1 1 -- 2.0934e-204 
1 -- 1 0 -- 2.80546e-96 
0 -- 0 1 -- 1 
1 -- 2.16642e-76 0 -- 1 
0 -- 1 1 -- 9.65277e-24 
1 -- 1 0 -- 4.52561e-149 
0 -- 2.07569e-144 1 -- 1 
0 -- 0 1 -- 1 
1 -- 0 0 -- 1 
0 -- 1 1 -- 4.74253e-107 
1 -- 1 0 -- 4.81529e-138 
0 -- 1 1 -- 6.1245e-90 
0 -- 7.96339e-164 1 -- 1 
1 -- 1 0 -- 2.18962e-58 
1 -- 1 0 -- 1.51202e-193 
1 -- 1 0 -- 2.83486e-118 
1 -- 1 0 -- 8.74682e-53 
1 -- 3.25304e-59 0 -- 1 
0 -- 1 1 -- 1.51103e-220 
0 -- 9.94619e-82 1 -- 1 
1 -- 1 0 -- 2.74223e-26 
1 -- 1 0 -- 1.41444e-140 
0 -- 9.33777e-258 1 -- 1 
1 -- 1 0 -- 4.14203e-125 
1 -- 3.4601e-102 0 -- 1 
1 -- 0.0303443 0 -- 0.0001388 
0 -- 1.16196e-20 1 -- 1 
1 -- 1.16732e-58 0 -- 1 
0 -- 1 1 -- 2.56881e-121 
0 -- 9.5576e-55 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 3.73672e-168 
0 -- 9.20843e-159 1 -- 1 
1 -- 1 0 -- 1.695e-135 
1 -- 1 0 -- 6.59651e-137 
0 -- 3.69475e-54 1 -- 1 
0 -- 0.0303443 1 -- 0.0001388 
1 -- 1 0 -- 1.75274e-96 
0 -- 4.30783e-245 1 -- 1 
1 -- 1 0 -- 6.49905e-139 
1 -- 0.999724 0 -- 1.15841e-09 
0 -- 1 1 -- 3.76815e-43 
1 -- 0 0 -- 1 
0 -- 1 1 -- 2.18962e-58 
1 -- 0 0 -- 1 
0 -- 1 1 -- 2.99171e-114 
1 -- 1 0 -- 4.82796e-81 
1 -- 1 0 -- 1.43565e-138 
0 -- 1 1 -- 6.1245e-90 
0 -- 1 1 -- 1.49242e-228 
1 -- 1 0 -- 7.66379e-95 
1 -- 1 0 -- 3.61462e-76 
0 -- 1.37472e-31 1 -- 1 
1 -- 2.45528e-251 0 -- 1 
1 -- 2.6327e-51 0 -- 1 
0 -- 1.17329e-241 1 -- 1 
0 -- 1 1 -- 3.10366e-83 
1 -- 1 0 -- 4.14477e-98 
0 -- 2.09052e-279 1 -- 1 
0 -- 3.86113e-79 1 -- 1 
1 -- 1 0 -- 5.00775e-60 
0 -- 1.23064e-183 1 -- 1 
0 -- 1.2234e-52 1 -- 1 
1 -- 1 0 -- 1.66116e-08 
0 -- 0 1 -- 1 
1 -- 1 0 -- 9.67237e-227 
0 -- 1 1 -- 5.66305e-154 
1 -- 1 0 -- 6.85865e-161 
1 -- 1 0 -- 1.82684e-155 
1 -- 1 0 -- 1.81521e-77 
1 -- 1 0 -- 3.94675e-127 
1 -- 1 0 -- 3.70688e-191 
0 -- 1 1 -- 5.86896e-252 
1 -- 8.78758e-86 0 -- 1 
1 -- 1 0 -- 6.84216e-116 
0 -- 2.12846e-265 1 -- 1 
1 -- 1 0 -- 2.19448e-169 
1 -- 1 0 -- 2.86729e-122 
0 -- 1 1 -- 8.85976e-35 
1 -- 1 0 -- 3.68896e-111 
0 -- 1 1 -- 3.82309e-209 
0 -- 6.66427e-195 1 -- 1 
0 -- 1 1 -- 1.45399e-88 
0 -- 7.76719e-285 1 -- 1 
0 -- 1.33071e-163 1 -- 1 
1 -- 1 0 -- 1.23951e-172 
0 -- 2.90287e-19 1 -- 1 
0 -- 0 1 -- 1 
0 -- 5.81621e-39 1 -- 1 
0 -- 0 1 -- 1 
1 -- 9.26633e-07 0 -- 1 
1 -- 6.14452e-208 0 -- 1 
1 -- 0.566427 0 -- 3.94368e-07 
1 -- 1 0 -- 1.14175e-53 
1 -- 1 0 -- 1.22749e-67 
0 -- 1 1 -- 8.28279e-58 
0 -- 1.42814e-235 1 -- 1 
0 -- 1 1 -- 2.17214e-81 
0 -- 0.999724 1 -- 1.15841e-09 
1 -- 1 0 -- 2.19933e-44 
1 -- 1.30831e-19 0 -- 0.992901 
0 -- 3.49531e-71 1 -- 1 
1 -- 1 0 -- 1.0522e-230 
1 -- 5.07639e-67 0 -- 1 
1 -- 1 0 -- 4.72568e-159 
1 -- 1 0 -- 7.12673e-202 
0 -- 0.965395 1 -- 9.93229e-26 
1 -- 1 0 -- 0 
0 -- 1 1 -- 4.41006e-87 
1 -- 1 0 -- 8.04968e-56 
0 -- 1.36762e-110 1 -- 1 
0 -- 1 1 -- 1.11208e-162 
0 -- 0 1 -- 1 
1 -- 0 0 -- 1 
1 -- 1 0 -- 9.31962e-36 
0 -- 0.999724 1 -- 1.15841e-09 
1 -- 9.15999e-229 0 -- 1 
0 -- 1 1 -- 7.07583e-106 
0 -- 0.000241197 1 -- 1.19024e-20 
0 -- 8.86674e-108 1 -- 1 
1 -- 1 0 -- 1.02363e-99 
0 -- 6.76316e-68 1 -- 1 
0 -- 0.715548 1 -- 2.27333e-45 
0 -- 9.37164e-295 1 -- 1 
1 -- 1 0 -- 4.72568e-159 
1 -- 2.01773e-243 0 -- 1 
0 -- 0.99616 1 -- 0.967354 
0 -- 1.16848e-101 1 -- 1 
1 -- 1 0 -- 3.47635e-62 
1 -- 8.22916e-138 0 -- 1 
1 -- 4.68235e-13 0 -- 0.999996 
1 -- 1 0 -- 1.89818e-180 
1 -- 1 0 -- 1.66485e-119 
1 -- 1 0 -- 3.8021e-28 
1 -- 1 0 -- 4.30582e-215 
1 -- 3.03183e-194 0 -- 1 
0 -- 4.36015e-76 1 -- 1 
0 -- 3.02831e-28 1 -- 1 
0 -- 1 1 -- 0.00198671 
1 -- 0.999982 0 -- 0.403945 
1 -- 1 0 -- 5.06811e-220 
1 -- 2.69964e-25 0 -- 0.233659 
1 -- 1 0 -- 9.47298e-127 
1 -- 1 0 -- 2.18962e-58 
1 -- 1 0 -- 1.22323e-217 
1 -- 1 0 -- 5.60804e-131 
0 -- 3.46195e-51 1 -- 1 
1 -- 1 0 -- 1.38901e-216 
0 -- 1 1 -- 4.52561e-149 
1 -- 0.999724 0 -- 1.15841e-09 
0 -- 1 1 -- 9.66668e-15 
1 -- 1 0 -- 5.41972e-171 
0 -- 1 1 -- 3.58514e-109 
1 -- 1.92113e-61 0 -- 1 
1 -- 1 0 -- 1.17476e-97 
1 -- 1 0 -- 1.02431e-72 
1 -- 5.78856e-122 0 -- 1 
0 -- 1.82862e-259 1 -- 1 
1 -- 0 0 -- 1 
0 -- 1 1 -- 3.25876e-146 
0 -- 3.02047e-258 1 -- 1 
0 -- 1 1 -- 4.55627e-23 
1 -- 1 0 -- 1.3218e-190 
1 -- 1 0 -- 5.49018e-199 
1 -- 1 0 -- 5.38056e-72 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.10057e-84 
0 -- 7.53418e-25 1 -- 1.48061e-12 
1 -- 1.67778e-13 0 -- 1 
0 -- 8.31195e-256 1 -- 1 
0 -- 1.71335e-165 1 -- 1 
0 -- 0.999724 1 -- 1.15841e-09 
1 -- 1 0 -- 1.99376e-141 
0 -- 1 1 -- 2.84931e-77 
1 -- 1 0 -- 1.60507e-140 
1 -- 1 0 -- 2.17136e-183 
1 -- 1 0 -- 0 
1 -- 1 0 -- 3.61462e-76 
1 -- 1 0 -- 1.07286e-156 
0 -- 1.57116e-65 1 -- 1 
1 -- 1 0 -- 1.17748e-100 
1 -- 1 0 -- 4.14477e-98 
0 -- 9.58284e-186 1 -- 1 
0 -- 1 1 -- 2.41235e-94 
1 -- 1 0 -- 4.72568e-159 
1 -- 1 0 -- 6.05995e-104 
1 -- 1 0 -- 3.4063e-27 
0 -- 1 1 -- 3.36195e-91 
1 -- 1 0 -- 1.15653e-110 
0 -- 1 1 -- 1.07048e-45 
1 -- 1 0 -- 2.56832e-213 
1 -- 6.81014e-114 0 -- 1 
1 -- 1 0 -- 4.96691e-93 
0 -- 9.77028e-11 1 -- 0.999823 
1 -- 1 0 -- 5.41129e-33 
1 -- 1 0 -- 3.56399e-96 
1 -- 4.19048e-11 0 -- 3.42841e-06 
1 -- 1 0 -- 5.20233e-177 
1 -- 1 0 -- 6.16971e-94 
0 -- 0 1 -- 1 
0 -- 1.48508e-57 1 -- 1 
0 -- 1.00417e-258 1 -- 1 
0 -- 8.01347e-12 1 -- 1 
1 -- 1 0 -- 3.03154e-69 
1 -- 1 0 -- 1.10057e-84 
1 -- 1 0 -- 5.78562e-76 
0 -- 1 1 -- 7.40504e-227 
1 -- 1 0 -- 3.76815e-43 
0 -- 1.76068e-105 1 -- 1 
1 -- 1 0 -- 5.77153e-41 
1 -- 4.89459e-104 0 -- 1 
1 -- 1 0 -- 5.20332e-111 
0 -- 1 1 -- 4.04867e-55 
0 -- 7.53418e-25 1 -- 1.48061e-12 
1 -- 1 0 -- 7.47086e-167 
1 -- 1 0 -- 2.31034e-146 
0 -- 1.09329e-31 1 -- 1 
1 -- 1 0 -- 3.55819e-197 
1 -- 1 0 -- 1.99508e-114 
0 -- 0 1 -- 1 
1 -- 1 0 -- 3.45871e-103 
0 -- 1 1 -- 1.61268e-201 
1 -- 1 0 -- 9.3251e-248 
0 -- 1 1 -- 1.72188e-14 
1 -- 1 0 -- 7.39352e-89 
0 -- 6.74272e-23 1 -- 2.0499e-23 
0 -- 1 1 -- 2.50219e-73 
0 -- 1 1 -- 2.08802e-78 
0 -- 1.17502e-75 1 -- 1 
1 -- 1 0 -- 1.57116e-61 
1 -- 2.16029e-253 0 -- 1 
1 -- 1 0 -- 7.12807e-110 
0 -- 9.97144e-206 1 -- 1 
0 -- 1 1 -- 2.97406e-101 
1 -- 1 0 -- 5.95213e-88 
0 -- 1 1 -- 1.8463e-141 
0 -- 4.52005e-57 1 -- 1 
1 -- 1.05158e-73 0 -- 1 
0 -- 2.48987e-191 1 -- 1 
1 -- 1 0 -- 5.57233e-53 
1 -- 1 0 -- 9.11493e-178 
1 -- 1 0 -- 2.02633e-85 
1 -- 1 0 -- 6.26572e-160 
1 -- 1 0 -- 2.3868e-265 
1 -- 1 0 -- 7.42944e-169 
1 -- 1 0 -- 6.54271e-170 
0 -- 1.94009e-08 1 -- 1 
1 -- 2.08066e-203 0 -- 1 
1 -- 1 0 -- 1.30896e-167 
1 -- 1 0 -- 8.07288e-140 
1 -- 1 0 -- 8.055e-29 
0 -- 1 1 -- 1.60507e-140 
0 -- 1 1 -- 1.72156e-106 
1 -- 1 0 -- 5.15991e-210 
0 -- 1 1 -- 9.20434e-201 
1 -- 1 0 -- 1.46586e-212 
1 -- 1 0 -- 1.95358e-106 
1 -- 1 0 -- 4.14477e-98 
1 -- 1 0 -- 7.78157e-253 
1 -- 5.23821e-22 0 -- 1 
1 -- 1.94009e-08 0 -- 1 
1 -- 1 0 -- 1.36038e-116 
0 -- 2.3373e-273 1 -- 1 
0 -- 1.17018e-120 1 -- 1 
0 -- 0 1 -- 1 
0 -- 9.66546e-237 1 -- 1 
1 -- 1 0 -- 7.79746e-138 
0 -- 2.10085e-55 1 -- 1 
0 -- 9.51575e-133 1 -- 1 
1 -- 1 0 -- 3.77651e-154 
0 -- 1 1 -- 1.06105e-105 
0 -- 2.01898e-35 1 -- 1 
0 -- 3.23978e-241 1 -- 1 
1 -- 0.0303443 0 -- 0.0001388 
0 -- 0.999938 1 -- 1.10307e-38 
0 -- 2.94366e-118 1 -- 1 
0 -- 1 1 -- 5.19081e-66 
1 -- 1.62359e-39 0 -- 1 
1 -- 5.86156e-43 0 -- 1 
0 -- 1 1 -- 1.60152e-29 
1 -- 1 0 -- 2.00981e-118 
1 -- 1 0 -- 6.1245e-90 
1 -- 1 0 -- 2.74618e-17 
1 -- 0.0273395 0 -- 1.64198e-34 
0 -- 1 1 -- 2.74832e-137 
0 -- 1.8341e-95 1 -- 1 
0 -- 0.999993 1 -- 3.29091e-12 
0 -- 1 1 -- 3.4063e-27 
0 -- 1 1 -- 1.73989e-92 
0 -- 1.3037e-110 1 -- 1 
1 -- 1 0 -- 7.13278e-83 
1 -- 1 0 -- 1.9672e-278 
0 -- 0.0303443 1 -- 0.0001388 
0 -- 1 1 -- 5.66305e-154 
0 -- 1.69106e-108 1 -- 1 
1 -- 1 0 -- 3.87331e-174 
1 -- 1 0 -- 4.69016e-247 
1 -- 3.14342e-66 0 -- 1 
0 -- 1 1 -- 5.65519e-06 
1 -- 1 0 -- 3.36195e-91 
1 -- 1 0 -- 1.14964e-254 
0 -- 3.02831e-28 1 -- 1 
1 -- 1 0 -- 3.01631e-81 
1 -- 1 0 -- 3.13351e-198 
1 -- 1 0 -- 8.06661e-20 
1 -- 2.03198e-68 0 -- 1 
1 -- 1 0 -- 1.52474e-68 
1 -- 1 0 -- 2.28833e-31 
1 -- 1 0 -- 9.62105e-108 
1 -- 1 0 -- 4.82796e-81 
1 -- 1 0 -- 7.13278e-83 
1 -- 1 0 -- 4.27094e-91 
0 -- 1 1 -- 7.66234e-187 
0 -- 7.3647e-136 1 -- 1 
1 -- 6.71579e-15 0 -- 1 
1 -- 1 0 -- 8.055e-29 
1 -- 1.62359e-39 0 -- 1 
